distance_km,driver_experience_years,restaurant_rating,order_items,preparation_time_min,weather,traffic_level,time_of_day,vehicle_type,delivery_area,day_of_week,delivery_time_min
7.91,0.8,4.1,5,18.5,Cloudy,Medium,Evening,Bike,Urban,Monday,51.1
3.83,,4.1,6,13.6,Clear,High,Evening,Car,Urban,Thursday,42.1
,5.3,4.2,3,21.3,Cloudy,Medium,Night,Bike,Suburban,Tuesday,39.2
6.46,1.8,4.0,4,21.4,Clear,Low,Afternoon,Scooter,Rural,Monday,39.6
3.46,2.7,4.8,6,18.5,Cloudy,Medium,Morning,Car,Urban,Friday,41.2
0.81,7.4,3.7,2,6.5,Clear,Medium,Morning,Bike,Suburban,Saturday,18.5
,2.2,3.6,2,15.5,Rain,Low,Afternoon,Bicycle,Suburban,Tuesday,44.8
,4.7,4.1,2,19.4,Cloudy,Low,Night,Scooter,Urban,Friday,30.3
4.68,2.8,3.4,5,24.3,Cloudy,Low,Afternoon,Bike,Suburban,Sunday,37.7
5.42,6.6,3.9,5,16.3,Clear,Medium,Evening,Bike,Urban,Tuesday,38.0
5.14,4.0,3.9,5,18.4,Cloudy,High,Afternoon,Car,Urban,Saturday,52.3
5.77,1.9,4.2,5,10.0,Cloudy,Medium,Morning,Scooter,Urban,Tuesday,39.3
3.44,1.1,4.1,4,25.0,Clear,Low,Afternoon,Bike,Rural,Sunday,40.1
9.32,8.4,4.2,3,14.8,Cloudy,Medium,Evening,Bike,Rural,Monday,48.8
1.33,4.4,3.9,4,16.3,Clear,Medium,Evening,Bicycle,Urban,Wednesday,38.1
0.5,3.9,4.0,3,25.8,Clear,Medium,Afternoon,Bike,Urban,Sunday,40.9
5.25,2.4,4.4,3,14.7,Rain,High,Morning,Bicycle,Urban,Friday,57.5
12.86,1.0,3.3,4,18.0,Clear,High,Evening,Scooter,Suburban,Tuesday,82.6
0.5,4.1,4.3,3,12.3,Clear,Medium,Morning,Bike,Suburban,Saturday,22.6
5.63,4.0,3.3,6,25.8,Cloudy,Medium,Night,Bike,Urban,Sunday,50.1
2.89,4.7,4.2,2,5.0,Rain,Medium,Morning,Car,Suburban,Thursday,33.9
3.48,7.0,4.3,7,28.5,Clear,Medium,Morning,Scooter,Urban,Tuesday,38.5
5.5,3.7,4.3,4,9.4,Clear,High,Afternoon,Bike,Urban,Tuesday,42.8
4.97,0.9,3.9,5,21.4,Cloudy,Low,Afternoon,Bike,Urban,Sunday,34.5
3.09,4.9,4.2,5,12.0,Cloudy,Medium,Afternoon,Car,Urban,Tuesday,29.1
2.46,8.6,3.8,3,,Cloudy,Low,Afternoon,Scooter,Urban,Wednesday,29.4
5.01,3.1,4.7,3,16.9,Cloudy,High,Night,Scooter,Urban,Tuesday,48.3
0.5,3.0,4.5,6,20.9,Rain,High,Afternoon,Bike,Urban,Monday,38.2
9.1,2.8,3.8,2,22.7,Fog,Medium,Afternoon,Scooter,Rural,Thursday,56.2
2.9,3.4,4.7,6,12.7,Clear,Medium,Afternoon,Car,Urban,Wednesday,27.3
12.36,4.1,4.2,4,16.3,Clear,Medium,Morning,Bike,Rural,Monday,59.0
3.7,4.7,3.7,9,14.5,Clear,High,Evening,Bicycle,Urban,Tuesday,44.9
8.74,2.1,4.6,5,23.7,Clear,Medium,Morning,Car,Suburban,Monday,60.9
1.67,2.2,4.8,6,11.7,Clear,Medium,Evening,Bike,Urban,Monday,25.9
1.55,0.2,4.1,1,12.2,Rain,High,Morning,Car,Suburban,Tuesday,40.6
2.05,0.9,4.3,1,11.1,Clear,High,Night,Scooter,Urban,Saturday,31.2
10.1,2.6,4.1,7,29.2,Clear,Low,Afternoon,Scooter,Urban,Monday,54.3
3.59,4.1,4.4,3,28.4,Cloudy,High,Night,Bike,Urban,Wednesday,50.9
2.38,2.4,4.5,2,19.4,Storm,Medium,Afternoon,Car,Urban,Friday,48.1
7.77,5.2,4.5,3,17.8,Clear,Medium,Morning,Scooter,Rural,Saturday,49.8
5.43,2.0,3.4,7,12.4,Rain,High,Evening,Car,Rural,Friday,65.3
4.91,2.1,4.0,4,15.5,Rain,High,Evening,Bike,Suburban,Sunday,50.6
3.58,6.3,4.5,1,20.1,Clear,High,Evening,Bike,Urban,Tuesday,46.2
9.17,4.0,3.9,4,15.5,,Medium,Afternoon,Bicycle,Rural,Monday,56.5
3.73,5.7,4.3,1,16.5,Clear,High,Evening,Scooter,Suburban,Monday,35.4
3.73,4.2,3.8,5,7.4,Clear,High,Evening,Bike,Urban,Monday,40.4
6.61,3.5,4.4,2,10.1,Clear,Medium,Evening,Car,Urban,Sunday,40.3
1.28,4.1,4.2,1,18.9,Clear,Low,Afternoon,Bike,Suburban,Friday,24.3
2.62,,4.4,5,10.6,Rain,High,Evening,Car,Urban,Saturday,48.1
4.39,0.5,4.3,4,12.0,Rain,High,Evening,Car,Urban,Sunday,54.2
1.96,1.2,3.6,6,9.2,Clear,Medium,Night,,Suburban,Saturday,28.9
3.26,0.8,4.9,5,17.4,Cloudy,High,Afternoon,Scooter,Urban,Wednesday,40.6
2.27,4.0,3.7,5,12.7,Clear,High,Afternoon,Bicycle,Urban,Sunday,44.6
2.81,6.3,5.0,3,27.3,Clear,Medium,Evening,Bicycle,Urban,Thursday,46.3
1.56,1.3,3.3,3,18.9,Cloudy,High,Afternoon,Scooter,Suburban,Monday,43.9
17.29,3.8,4.2,3,18.9,Clear,Medium,Evening,Scooter,Rural,Thursday,70.0
0.5,7.8,3.6,3,10.1,Rain,Low,Afternoon,Scooter,Suburban,Sunday,24.5
2.26,5.5,4.8,8,20.6,Clear,Medium,Morning,Bike,Suburban,Saturday,32.6
3.69,4.3,3.8,3,8.6,Rain,Medium,Evening,Scooter,Suburban,Wednesday,33.7
3.66,3.3,3.7,7,14.5,Clear,High,Morning,Bike,Suburban,Saturday,42.7
8.11,4.0,4.2,5,32.4,Clear,Medium,Morning,Bike,Urban,Thursday,64.1
1.26,3.6,4.7,5,11.5,Rain,High,Evening,Bike,Urban,Friday,37.5
0.84,2.9,4.6,2,13.3,Cloudy,Medium,Evening,Car,Suburban,Wednesday,36.8
2.52,,4.1,6,15.4,Clear,Medium,Night,Bike,Suburban,Tuesday,29.3
3.69,2.1,4.0,5,26.0,Rain,High,Afternoon,Bike,Urban,Wednesday,55.6
5.52,3.9,4.3,4,10.2,Clear,Medium,Morning,Bike,Rural,Sunday,37.0
7.0,6.0,4.1,6,19.3,Clear,Medium,Night,Bike,Suburban,Sunday,34.8
1.42,1.3,4.2,5,8.1,Clear,High,Morning,Bicycle,Urban,Tuesday,39.9
2.34,10.2,4.1,4,18.7,Cloudy,Medium,Morning,Scooter,Urban,Tuesday,28.9
5.41,0.8,4.4,4,24.3,Cloudy,High,Afternoon,Bike,Urban,Monday,58.3
3.74,1.7,4.3,6,17.1,Rain,High,Afternoon,Bicycle,Urban,Saturday,47.3
8.22,4.0,4.7,4,17.2,Cloudy,High,Evening,Bike,Urban,Thursday,62.2
3.74,4.9,3.9,2,16.5,Clear,High,Evening,Scooter,Urban,Thursday,44.9
1.25,2.1,3.9,10,16.2,Clear,Medium,Evening,Car,Urban,Monday,38.1
7.57,3.4,4.1,3,13.8,Clear,Medium,Morning,Car,Urban,Monday,45.0
7.01,2.9,4.1,4,11.1,Rain,Low,Afternoon,Bike,Suburban,Sunday,36.7
4.9,2.6,4.5,7,30.1,Clear,Medium,Afternoon,Scooter,Suburban,Friday,41.4
14.37,1.7,,6,20.1,Cloudy,Medium,Morning,Scooter,Urban,Tuesday,65.4
3.87,3.9,4.6,5,11.7,Cloudy,Medium,Afternoon,Scooter,Urban,Tuesday,28.1
4.09,4.0,4.0,2,12.9,Rain,Low,Afternoon,Bike,Urban,Tuesday,36.0
6.89,3.3,4.6,5,11.1,Clear,High,Morning,Car,Urban,Monday,46.3
4.54,5.2,5.0,7,16.4,Clear,High,Evening,Scooter,Urban,Monday,47.4
4.05,3.9,,4,10.8,Fog,High,Evening,Car,Urban,Friday,54.2
0.82,1.9,4.4,2,8.1,Cloudy,High,Morning,Bicycle,Urban,Tuesday,37.5
7.34,7.9,4.6,5,18.3,Cloudy,Low,Afternoon,Car,Rural,Wednesday,40.5
1.12,4.6,4.0,8,24.3,Rain,Medium,Evening,Car,Urban,Thursday,41.9
2.86,2.6,4.2,6,28.4,Fog,Medium,Evening,Bike,Suburban,Wednesday,
8.48,2.4,3.9,7,13.8,Clear,High,Evening,Bike,Urban,Thursday,59.5
11.31,2.3,3.9,4,13.8,Fog,Medium,Afternoon,Scooter,Urban,Saturday,64.0
12.34,1.4,4.3,4,20.4,Clear,Low,Evening,Bike,Rural,Tuesday,57.5
9.49,2.0,4.2,5,16.3,Storm,High,Afternoon,Scooter,Urban,Saturday,81.0
1.78,3.6,4.3,6,23.9,Clear,High,Afternoon,Car,Suburban,Tuesday,44.5
8.53,4.7,4.2,6,19.0,Clear,High,Morning,Scooter,Rural,Tuesday,71.3
1.58,7.3,4.0,4,12.3,Clear,Medium,Afternoon,Bike,Urban,Monday,23.2
4.77,2.7,4.5,2,12.0,Rain,Medium,Afternoon,Car,Urban,Friday,35.8
2.88,3.8,3.9,4,15.7,Storm,High,Afternoon,Scooter,Urban,Wednesday,59.0
0.85,3.8,4.2,5,13.1,Clear,Medium,Evening,Scooter,Urban,Saturday,25.3
5.2,2.0,4.6,4,11.7,Clear,Medium,Afternoon,Scooter,Urban,Monday,29.1
2.1,,4.4,6,21.8,Clear,Medium,Afternoon,Bike,Urban,Friday,29.5
7.59,1.1,4.1,3,17.4,Clear,High,Morning,Car,Rural,Monday,65.9
2.48,3.1,3.5,5,6.9,,High,Afternoon,Bike,Suburban,Tuesday,37.7
5.69,2.7,4.0,4,27.7,Clear,Medium,Afternoon,Scooter,Urban,Friday,44.3
4.16,2.1,5.0,2,10.0,Storm,High,Afternoon,Bike,Urban,Monday,63.1
3.7,4.0,4.1,9,25.0,Fog,High,Morning,Bike,Suburban,Wednesday,63.6
12.41,7.3,4.1,5,16.5,Clear,Medium,Evening,Bike,Rural,Friday,57.5
2.61,5.7,4.2,8,22.6,Cloudy,Low,Night,Bike,Urban,Friday,31.3
4.99,3.7,4.3,6,19.6,Storm,High,Afternoon,Car,Urban,Friday,66.1
2.68,5.4,3.9,4,12.4,Rain,Medium,Evening,Car,Suburban,Tuesday,37.9
18.7,8.7,4.4,8,14.9,Rain,High,Evening,Bike,Rural,Monday,103.1
13.74,1.9,4.3,4,9.8,Clear,Medium,Night,Bike,Rural,Wednesday,52.6
10.9,3.0,3.5,6,20.2,Clear,High,Evening,Car,Urban,Tuesday,82.8
4.08,,3.2,4,22.1,Rain,High,Evening,Bike,Urban,Wednesday,61.4
7.97,4.5,3.9,4,12.4,Clear,Medium,Night,Scooter,Urban,Wednesday,44.5
1.45,2.7,3.7,6,19.6,Cloudy,High,Evening,Bike,Urban,Wednesday,43.1
,3.8,4.3,6,11.3,Rain,Low,Afternoon,Scooter,Rural,Thursday,37.0
3.18,2.8,4.0,5,19.7,Clear,High,Morning,Bicycle,Urban,Monday,47.1
4.67,3.2,4.3,5,10.5,Clear,High,Morning,Bike,Suburban,Wednesday,46.8
11.83,0.9,4.3,3,24.3,Clear,Medium,Afternoon,Bicycle,Rural,Tuesday,71.3
6.7,7.3,3.8,2,17.2,Rain,High,Afternoon,Car,Rural,Tuesday,62.2
3.15,0.7,4.0,3,14.4,Clear,Medium,Afternoon,Bicycle,Suburban,Saturday,38.4
10.68,2.3,3.9,4,16.9,Clear,High,Evening,Car,Rural,Tuesday,81.0
10.51,4.7,4.5,7,20.8,Fog,High,Evening,Car,Urban,Tuesday,87.5
6.75,6.1,4.1,6,9.6,Rain,High,Evening,Scooter,Urban,Saturday,51.4
5.23,2.8,4.6,6,19.8,Cloudy,High,Morning,Car,Urban,Wednesday,59.0
10.57,5.0,4.6,5,12.8,,,Morning,Bike,Rural,Tuesday,75.0
10.83,3.1,4.1,3,17.3,Clear,Medium,Evening,Car,Rural,Saturday,57.9
6.77,4.0,3.9,1,20.2,Storm,Medium,Evening,Scooter,Urban,Friday,57.1
7.65,2.3,,5,14.6,Rain,Medium,Night,Bike,Urban,Sunday,47.7
4.78,4.7,4.4,6,22.8,Clear,High,Evening,Bike,Urban,Sunday,53.2
11.91,1.3,4.1,4,24.7,Clear,Medium,Evening,Bike,Urban,Friday,62.3
1.28,10.0,3.9,1,15.4,Clear,Medium,Afternoon,Bike,Suburban,Tuesday,22.4
,2.0,4.5,5,16.6,Cloudy,Medium,Afternoon,Bike,Urban,Thursday,36.8
2.24,1.4,4.5,3,15.7,Cloudy,Low,Afternoon,,Suburban,Monday,20.8
4.45,3.2,3.8,2,10.1,Cloudy,High,Evening,Bike,Urban,Thursday,47.0
1.36,2.6,4.3,6,28.1,Storm,High,Night,Scooter,Urban,Sunday,64.3
2.81,7.2,4.4,6,20.2,Cloudy,Medium,Afternoon,Bike,Urban,Monday,32.0
7.44,9.0,4.8,4,18.9,Rain,Medium,Evening,Bike,Rural,Sunday,50.7
5.39,2.1,4.1,4,25.5,Cloudy,Medium,Afternoon,Bike,Suburban,Thursday,46.6
2.63,4.3,4.2,2,12.0,Cloudy,High,Morning,Scooter,Urban,Tuesday,35.8
3.31,4.0,4.4,4,9.8,Clear,Medium,Morning,Bike,Urban,Saturday,27.9
13.37,4.2,4.6,3,14.6,Cloudy,Medium,Morning,Bicycle,Rural,Thursday,69.3
8.65,1.7,4.3,2,28.5,Cloudy,Medium,Night,Bike,Suburban,Thursday,46.8
3.01,1.6,4.2,4,26.2,Clear,High,Afternoon,Bike,Suburban,Thursday,53.0
9.55,3.4,3.9,2,7.9,Rain,Medium,Evening,Scooter,Suburban,Tuesday,41.5
9.58,4.1,4.0,3,11.6,Cloudy,High,Evening,Car,Rural,Monday,74.9
9.46,1.2,4.1,3,22.8,Clear,High,Morning,Scooter,Urban,Friday,75.0
4.24,2.3,4.4,3,17.3,Rain,Low,Morning,Bike,Suburban,Sunday,39.3
3.26,3.0,4.3,2,5.2,Clear,Medium,Evening,Scooter,Urban,Friday,30.8
3.79,6.3,3.9,7,,Cloudy,Low,Afternoon,Scooter,Suburban,Saturday,30.9
8.89,5.3,4.5,7,17.0,Cloudy,Medium,Night,Scooter,Rural,Saturday,48.5
8.93,7.1,4.1,7,15.0,Clear,High,Morning,Bicycle,Rural,Monday,79.3
4.27,3.2,4.1,2,12.1,Clear,Medium,Evening,Bicycle,Urban,Saturday,34.7
6.31,2.5,4.4,5,10.1,Clear,Medium,Evening,Scooter,Urban,Saturday,42.0
7.11,6.9,4.5,4,19.8,Clear,Medium,Morning,Bike,Rural,Wednesday,47.7
11.49,3.1,4.3,11,18.8,Cloudy,High,Afternoon,Scooter,Rural,Wednesday,77.8
1.35,4.7,4.9,4,19.3,Clear,Low,Night,Bicycle,Suburban,Saturday,27.0
3.95,0.7,,7,11.3,Storm,High,Afternoon,Bicycle,Urban,Sunday,
,3.1,4.5,6,17.6,Clear,Low,Afternoon,Bike,Urban,Sunday,27.2
8.25,3.2,3.8,6,24.3,Clear,Low,Afternoon,Bike,Rural,Thursday,45.2
1.62,3.1,4.1,4,18.5,Fog,High,Afternoon,Bike,Suburban,Saturday,50.5
2.54,3.4,4.2,5,14.8,Cloudy,High,Evening,Car,Suburban,Thursday,44.9
5.39,6.7,4.1,3,9.7,Cloudy,High,Evening,Scooter,Suburban,Saturday,43.5
1.92,2.3,3.8,3,16.7,Rain,Medium,Afternoon,Bike,Urban,Friday,36.8
0.76,5.2,3.6,9,27.8,Rain,High,Evening,Bike,Urban,Sunday,54.7
5.92,1.1,3.4,1,,Clear,Medium,Morning,Bike,Suburban,Sunday,52.4
13.78,1.2,4.1,3,18.5,Clear,High,Morning,Car,Urban,Wednesday,91.1
2.42,1.7,4.2,3,12.2,Storm,Medium,Evening,Bike,Suburban,Sunday,44.6
1.45,2.0,4.4,3,13.9,Clear,Low,Night,Bike,Suburban,Friday,20.3
11.75,5.2,4.6,3,17.4,Rain,High,Morning,Scooter,Suburban,Tuesday,71.9
0.67,3.4,4.5,4,17.3,Cloudy,High,Morning,Scooter,Urban,Monday,35.7
5.69,0.9,4.5,5,9.3,Cloudy,Medium,Afternoon,Scooter,Suburban,Friday,30.5
2.23,3.7,3.8,4,30.4,Rain,Medium,Evening,Car,Urban,Tuesday,55.6
13.56,3.7,4.6,3,15.1,Storm,High,Morning,Bike,Urban,Tuesday,97.9
3.53,0.2,4.3,7,18.3,Clear,High,Afternoon,Bike,Urban,Thursday,47.9
2.56,7.1,3.7,4,9.5,Cloudy,High,Evening,Bike,Urban,Monday,41.6
5.77,1.8,,5,14.7,Rain,High,Afternoon,Scooter,Rural,Wednesday,61.0
9.83,5.2,3.8,4,21.1,Clear,Medium,Morning,Bicycle,Rural,Saturday,68.5
6.67,4.5,3.8,3,21.4,Fog,High,Morning,Bike,Urban,Monday,68.8
9.24,1.4,4.7,3,18.5,,Low,Afternoon,Car,Suburban,Friday,45.1
4.76,6.3,4.2,3,10.7,Clear,Medium,Afternoon,Car,Urban,Tuesday,33.8
3.25,4.1,3.8,4,24.1,Rain,Medium,Evening,Bicycle,Suburban,Saturday,46.6
14.68,6.3,3.9,2,10.6,Fog,High,Evening,Scooter,Rural,Wednesday,100.0
2.82,8.3,4.6,2,10.3,Clear,High,Evening,Bike,Urban,Saturday,35.3
1.24,1.7,3.7,2,11.6,Rain,High,Night,Car,Urban,Friday,40.7
5.57,3.9,4.1,6,26.7,Clear,Low,Afternoon,Car,Urban,Sunday,40.5
7.62,1.1,4.1,7,15.9,Clear,Low,Afternoon,Scooter,Urban,Thursday,40.0
6.32,6.3,5.0,6,,Clear,High,Night,Car,Rural,Thursday,49.6
4.52,0.8,3.6,3,13.4,Rain,Low,Afternoon,Bike,Urban,Monday,34.6
6.98,1.3,3.6,4,28.2,Clear,High,Evening,Scooter,Urban,Thursday,64.2
2.64,2.2,3.9,4,17.5,Clear,Medium,Evening,Bike,Urban,Thursday,38.4
15.53,3.2,3.9,3,12.3,Rain,Low,Morning,Scooter,Rural,Friday,61.1
2.42,5.3,4.2,5,9.5,Clear,Low,Afternoon,Bike,Urban,Monday,22.4
2.42,0.9,4.0,7,21.7,Clear,Medium,Morning,Bike,Suburban,Thursday,36.5
2.85,3.8,4.5,3,15.2,Clear,Medium,Morning,Bike,Suburban,Thursday,32.8
1.83,2.1,4.2,4,13.7,Rain,Medium,Afternoon,Scooter,Urban,Friday,33.5
2.42,3.1,3.8,4,10.2,Cloudy,High,Afternoon,Car,Urban,Friday,39.2
4.41,7.0,4.1,7,32.0,Rain,High,Evening,Bike,Urban,Wednesday,67.7
2.04,3.4,4.1,7,22.9,Clear,Low,Night,Scooter,Urban,Thursday,23.7
5.96,4.5,4.6,2,21.5,Cloudy,High,Evening,Bike,Suburban,Wednesday,53.0
1.11,0.6,4.5,2,12.9,Rain,Medium,Afternoon,Bike,Suburban,Saturday,28.5
2.06,1.8,4.4,4,15.0,Clear,High,Afternoon,Bike,Urban,Saturday,40.6
11.8,3.2,3.9,7,33.7,Clear,Medium,Afternoon,Scooter,Urban,Wednesday,71.7
2.37,1.1,4.3,7,13.3,Clear,High,Morning,Car,Urban,Tuesday,43.6
3.92,0.8,3.7,3,27.1,Clear,Low,Night,Scooter,Urban,Friday,37.0
4.16,1.9,4.4,5,27.6,Clear,Low,Afternoon,Scooter,Suburban,Saturday,36.9
1.71,3.2,4.6,7,11.9,Fog,High,Morning,Scooter,Suburban,Monday,46.6
2.2,5.1,3.4,3,9.4,Cloudy,High,Evening,Bike,Suburban,Thursday,35.5
5.11,5.2,,4,33.3,Cloudy,High,Afternoon,Bike,Urban,Wednesday,62.0
2.38,2.9,4.1,6,17.4,Clear,High,Morning,Bike,Urban,Saturday,41.3
2.27,3.4,4.5,6,17.6,Cloudy,High,Morning,Scooter,Urban,Tuesday,39.7
6.93,1.0,3.9,4,,Cloudy,High,Evening,Car,Rural,Saturday,62.6
9.15,9.4,3.9,6,15.1,Fog,Medium,Evening,Scooter,Suburban,Friday,49.3
10.11,7.5,4.2,5,24.5,Clear,High,Morning,Scooter,Rural,Saturday,76.8
4.46,4.0,4.4,6,11.2,Rain,High,Night,Bike,Urban,Sunday,48.3
3.47,2.6,4.2,3,22.4,Clear,Medium,Evening,Bike,Urban,Thursday,34.4
4.29,6.1,4.5,7,15.5,Cloudy,Medium,Evening,Bicycle,Suburban,Friday,37.3
5.37,9.5,4.4,3,11.2,Fog,High,Morning,Bike,Urban,Friday,55.0
5.39,,4.0,7,16.2,Cloudy,Medium,Morning,Car,Suburban,Saturday,43.4
2.4,5.2,4.2,10,26.5,Rain,High,Evening,Bike,Urban,Thursday,54.2
8.36,2.2,4.4,4,14.1,Rain,Low,Afternoon,Bike,Rural,Monday,48.0
2.77,1.2,3.9,4,7.3,Fog,Medium,Evening,Bike,Urban,Sunday,41.9
8.12,3.0,3.9,7,13.5,Clear,Medium,Evening,Car,Rural,Monday,51.2
8.87,4.7,3.6,4,19.8,Clear,Medium,Morning,Bike,Urban,Sunday,52.7
3.94,1.0,4.6,4,11.2,Cloudy,Medium,Evening,Car,Urban,Tuesday,38.8
4.2,9.1,5.0,5,12.4,Storm,High,Night,Bike,Urban,Thursday,53.6
2.04,4.5,3.9,4,12.1,Cloudy,Medium,Evening,Scooter,Urban,Sunday,34.8
5.78,,4.4,3,21.5,Clear,High,Afternoon,Scooter,Rural,Friday,53.0
9.54,0.6,4.6,4,17.8,Cloudy,High,Evening,Scooter,Rural,Friday,74.1
8.88,2.3,3.7,5,25.9,Clear,Medium,Afternoon,Bike,Rural,Wednesday,57.8
8.1,3.5,4.3,3,13.4,Clear,High,Evening,Bike,Rural,Wednesday,62.4
0.77,1.4,4.7,7,28.2,Clear,High,Evening,Car,Suburban,Monday,51.7
5.53,11.4,4.1,5,7.7,Clear,High,Evening,Scooter,Urban,Friday,34.6
5.14,7.2,4.1,2,15.2,Rain,Low,Afternoon,Bike,Suburban,Thursday,28.2
2.47,3.6,4.7,1,12.5,Clear,High,Morning,Bike,Urban,Tuesday,41.7
2.25,5.6,,5,14.9,Clear,High,Morning,Bike,Suburban,Wednesday,42.5
3.11,2.6,3.9,5,27.2,Cloudy,High,Afternoon,Scooter,Urban,Sunday,57.9
,6.5,4.1,3,13.8,Clear,Low,Afternoon,Scooter,Suburban,Saturday,18.8
10.32,3.0,4.9,5,21.1,Clear,High,Evening,Bike,Urban,Thursday,74.6
3.04,8.7,4.5,4,27.1,Clear,Medium,Afternoon,Scooter,Urban,Sunday,38.0
4.89,,4.4,5,18.2,Clear,High,Evening,Scooter,Urban,Thursday,51.5
3.4,1.1,4.4,5,13.7,Rain,Medium,Night,,Urban,Wednesday,44.4
5.01,3.2,3.7,1,,Clear,Low,Afternoon,Scooter,Urban,Wednesday,24.2
2.54,1.9,4.4,5,15.7,Clear,High,Evening,Scooter,Urban,Sunday,50.8
2.47,4.4,4.0,2,17.3,Clear,High,Evening,Car,Urban,Tuesday,48.1
3.92,1.7,4.1,3,21.9,Clear,Medium,Afternoon,Bike,Suburban,Tuesday,40.5
2.21,,4.1,5,21.1,Clear,High,Morning,Scooter,Urban,Sunday,38.9
2.93,1.1,4.5,6,13.4,Clear,Medium,Evening,Bike,Suburban,Saturday,35.5
5.97,4.5,4.9,3,,Clear,High,Night,Bike,Urban,Saturday,53.0
,2.6,3.8,6,15.3,Clear,Medium,Evening,Scooter,Urban,Saturday,50.0
12.47,7.9,4.6,6,11.5,Rain,High,Night,Bike,Urban,Friday,69.3
5.66,2.7,4.1,5,23.6,Clear,High,Night,Scooter,Urban,Monday,51.0
4.73,2.7,4.5,5,10.7,Clear,Medium,Afternoon,Scooter,Urban,Saturday,29.1
1.87,2.5,4.3,5,18.5,Cloudy,Medium,Evening,Bike,Suburban,Tuesday,33.4
7.56,4.6,4.0,4,10.5,Clear,High,Afternoon,Bike,Urban,Monday,52.7
10.03,2.5,4.0,5,19.2,Rain,Low,Night,Scooter,Urban,Sunday,60.1
2.83,2.2,4.1,3,16.0,,High,Morning,Scooter,Urban,Monday,41.5
11.82,1.1,4.3,1,10.2,Cloudy,Low,Afternoon,Car,Urban,Monday,46.3
8.08,1.8,4.4,5,16.7,Fog,High,Evening,Bike,Urban,Wednesday,79.2
5.71,5.5,5.0,7,11.7,Clear,High,Afternoon,Car,Suburban,Saturday,44.2
3.46,1.9,4.4,2,31.9,Clear,Medium,Evening,Bike,Urban,Sunday,58.7
1.41,3.7,3.7,5,12.0,Cloudy,High,Afternoon,Bike,Suburban,Monday,34.0
10.34,0.7,4.7,5,21.9,Storm,Medium,Night,Scooter,Urban,Wednesday,63.4
1.28,5.3,4.4,3,29.9,Clear,Medium,Evening,Bike,Urban,Saturday,42.3
10.65,13.0,4.1,5,17.5,Cloudy,High,Afternoon,Bike,Urban,Friday,69.8
11.41,1.3,3.8,1,19.7,Clear,Medium,Evening,Bike,Urban,Tuesday,62.2
1.89,1.6,4.1,4,29.6,Cloudy,Medium,Afternoon,Car,Urban,Wednesday,46.9
1.27,2.7,4.6,3,18.0,Clear,High,Evening,Car,Suburban,Friday,38.5
2.77,0.8,4.4,2,12.5,Cloudy,High,Evening,Bicycle,Suburban,Monday,44.2
,1.4,4.7,7,25.9,Clear,High,Evening,Bike,Urban,Saturday,57.0
2.59,5.1,4.7,5,17.2,Cloudy,High,Morning,Scooter,Urban,Tuesday,47.2
2.73,3.3,,2,6.2,Clear,High,Morning,Car,Suburban,Saturday,39.0
3.74,,3.0,6,13.3,Rain,Medium,Evening,Bike,Urban,Friday,40.0
,0.7,3.9,4,15.4,Rain,High,Evening,Bike,Urban,Friday,76.9
3.41,1.1,3.6,2,23.5,Rain,Medium,Afternoon,Bike,Suburban,Saturday,38.6
6.02,2.3,4.7,4,18.4,Storm,Medium,Morning,Scooter,Urban,Monday,57.8
1.46,7.2,4.4,2,11.7,Cloudy,Medium,Afternoon,Scooter,Urban,Tuesday,19.1
4.11,2.2,4.1,4,18.8,Cloudy,Medium,Evening,Bike,Urban,Thursday,45.1
2.93,3.8,4.0,3,6.3,Clear,Medium,Morning,Bike,Suburban,Saturday,26.9
5.89,1.9,4.6,5,11.0,Fog,Low,Afternoon,Car,Urban,Saturday,45.9
1.36,3.2,3.9,8,33.6,Cloudy,Low,Night,Scooter,Suburban,Wednesday,42.4
8.66,9.4,3.7,3,7.6,Clear,High,Morning,Bike,Urban,Saturday,59.2
2.84,4.2,3.7,4,30.7,Clear,High,Evening,Bike,Urban,Tuesday,56.9
2.14,2.7,4.2,4,34.3,Rain,High,Afternoon,Bicycle,Urban,Monday,64.9
11.33,4.9,3.9,2,14.8,Rain,Medium,Evening,Scooter,Suburban,Tuesday,54.4
4.61,4.8,,5,22.9,Rain,High,Evening,Scooter,Urban,Sunday,57.6
3.68,4.5,4.2,5,12.5,Cloudy,High,Evening,Scooter,Suburban,Thursday,36.4
1.35,2.3,3.7,3,13.0,Clear,High,Morning,Bicycle,Urban,Thursday,46.7
1.88,0.9,4.1,3,31.1,Fog,Low,Afternoon,Bike,Urban,Saturday,46.9
1.4,3.0,3.8,2,25.8,Cloudy,High,Evening,Bike,Urban,Monday,48.1
3.92,1.5,4.1,2,24.9,Cloudy,Medium,Afternoon,Bike,Urban,Monday,37.5
8.0,1.3,4.6,1,20.2,Cloudy,Medium,Morning,Car,Urban,Monday,52.1
4.86,3.7,,3,8.5,Cloudy,High,Morning,Bike,Suburban,Monday,44.9
9.16,3.2,3.9,7,16.2,Rain,Medium,Night,Bike,Rural,Thursday,51.5
3.75,4.9,4.3,9,18.4,Cloudy,Medium,Evening,Bike,Suburban,Wednesday,33.8
6.78,4.5,4.0,5,26.5,Rain,Low,Evening,Scooter,Suburban,Saturday,48.8
3.27,4.8,4.4,7,18.5,Rain,Medium,Evening,Scooter,Urban,Saturday,42.1
